# Logfile created on 2013-07-25 08:59:03 +1200 by logger.rb/31641
I, [2013-07-25T08:59:03.814518 #4496]  INFO -- : Name;data/BarackObama
I, [2013-07-29T19:01:17.344883 #15535]  INFO -- : Name;SimonCowell.xml
I, [2013-07-29T19:01:17.344955 #15535]  INFO -- : H-INDEX;315
I, [2013-07-29T19:01:17.344976 #15535]  INFO -- : Number of followers;7,639,466
I, [2013-07-29T19:01:17.344995 #15535]  INFO -- : Num tweets752
I, [2013-07-29T19:01:17.345531 #15535]  INFO -- : Name;programpanico.xml
I, [2013-07-29T19:01:17.345555 #15535]  INFO -- : H-INDEX;[]
I, [2013-07-29T19:01:17.345574 #15535]  INFO -- : Number of followers;224
I, [2013-07-29T19:01:17.345592 #15535]  INFO -- : Num tweets0
I, [2013-07-29T19:01:17.369171 #15535]  INFO -- : Name;DalaiLama.xml
I, [2013-07-29T19:01:17.369233 #15535]  INFO -- : H-INDEX;197
I, [2013-07-29T19:01:17.369253 #15535]  INFO -- : Number of followers;7,362,014
I, [2013-07-29T19:01:17.369277 #15535]  INFO -- : Num tweets924
I, [2013-07-29T19:01:17.450485 #15535]  INFO -- : Name;espn.xml
I, [2013-07-29T19:01:17.450590 #15535]  INFO -- : H-INDEX;532
I, [2013-07-29T19:01:17.450627 #15535]  INFO -- : Number of followers;6,850,002
I, [2013-07-29T19:01:17.450649 #15535]  INFO -- : Num tweets49,259
I, [2013-07-29T19:01:17.467210 #15535]  INFO -- : Name;tomhanks.xml
I, [2013-07-29T19:01:17.467315 #15535]  INFO -- : H-INDEX;142
I, [2013-07-29T19:01:17.467336 #15535]  INFO -- : Number of followers;6,818,879
I, [2013-07-29T19:01:17.467356 #15535]  INFO -- : Num tweets490
I, [2013-07-29T19:01:17.503985 #15535]  INFO -- : Name;10Ronaldinho.xml
I, [2013-07-29T19:01:17.504050 #15535]  INFO -- : H-INDEX;228
I, [2013-07-29T19:01:17.504070 #15535]  INFO -- : Number of followers;6,827,705
I, [2013-07-29T19:01:17.504088 #15535]  INFO -- : Num tweets1,534
I, [2013-07-29T19:08:48.813398 #15824]  INFO -- : Name;k_j_gorman.xml
I, [2013-07-29T19:08:48.813525 #15824]  INFO -- : H-INDEX;7
I, [2013-07-29T19:08:48.813581 #15824]  INFO -- : Number of followers;40
I, [2013-07-29T19:08:48.813628 #15824]  INFO -- : Num tweets;50
I, [2013-07-29T19:08:48.813668 #15824]  INFO -- : Number of recorded tweets;69
I, [2013-07-29T19:08:48.899513 #15824]  INFO -- : Name;BarackObama.xml
I, [2013-07-29T19:08:48.899588 #15824]  INFO -- : H-INDEX;638
I, [2013-07-29T19:08:48.899617 #15824]  INFO -- : Number of followers;34,523,367
I, [2013-07-29T19:08:48.899635 #15824]  INFO -- : Num tweets;9,597
I, [2013-07-29T19:08:48.899651 #15824]  INFO -- : Number of recorded tweets;3160
I, [2013-07-29T19:08:48.985064 #15824]  INFO -- : Name;instagram.xml
I, [2013-07-29T19:08:48.985138 #15824]  INFO -- : H-INDEX;319
I, [2013-07-29T19:08:48.985166 #15824]  INFO -- : Number of followers;23,579,081
I, [2013-07-29T19:08:48.985185 #15824]  INFO -- : Num tweets;4,124
I, [2013-07-29T19:08:48.985201 #15824]  INFO -- : Number of recorded tweets;3233
I, [2013-07-29T19:08:48.986520 #15824]  INFO -- : Name;Smeerlappen.xml
I, [2013-07-29T19:08:48.986546 #15824]  INFO -- : H-INDEX;0
I, [2013-07-29T19:08:48.986564 #15824]  INFO -- : Number of followers;38
I, [2013-07-29T19:08:48.986582 #15824]  INFO -- : Num tweets;18
I, [2013-07-29T19:08:48.986599 #15824]  INFO -- : Number of recorded tweets;37
I, [2013-07-29T19:08:49.024021 #15824]  INFO -- : Name;Cristiano.xml
I, [2013-07-29T19:08:49.024083 #15824]  INFO -- : H-INDEX;338
I, [2013-07-29T19:08:49.024103 #15824]  INFO -- : Number of followers;20,009,162
I, [2013-07-29T19:08:49.024121 #15824]  INFO -- : Num tweets;1,367
I, [2013-07-29T19:08:49.024138 #15824]  INFO -- : Number of recorded tweets;1370
I, [2013-07-29T19:08:49.028016 #15824]  INFO -- : Name;OfficialAdele.xml
I, [2013-07-29T19:08:49.028049 #15824]  INFO -- : H-INDEX;100
I, [2013-07-29T19:08:49.028067 #15824]  INFO -- : Number of followers;16,288,211
I, [2013-07-29T19:08:49.028085 #15824]  INFO -- : Num tweets;177
I, [2013-07-29T19:08:49.028101 #15824]  INFO -- : Number of recorded tweets;198
I, [2013-07-29T19:08:49.036755 #15824]  INFO -- : Name;Eminem.xml
I, [2013-07-29T19:08:49.036814 #15824]  INFO -- : H-INDEX;109
I, [2013-07-29T19:08:49.036833 #15824]  INFO -- : Number of followers;15,163,437
I, [2013-07-29T19:08:49.036852 #15824]  INFO -- : Num tweets;212
I, [2013-07-29T19:08:49.036868 #15824]  INFO -- : Number of recorded tweets;233
I, [2013-07-29T19:08:49.113890 #15824]  INFO -- : Name;cnnbrk.xml
I, [2013-07-29T19:08:49.113955 #15824]  INFO -- : H-INDEX;461
I, [2013-07-29T19:08:49.113975 #15824]  INFO -- : Number of followers;12,512,884
I, [2013-07-29T19:08:49.113992 #15824]  INFO -- : Num tweets;25,630
I, [2013-07-29T19:08:49.114009 #15824]  INFO -- : Number of recorded tweets;3246
I, [2013-07-29T19:08:49.189264 #15824]  INFO -- : Name;coldplay.xml
I, [2013-07-29T19:08:49.189331 #15824]  INFO -- : H-INDEX;462
I, [2013-07-29T19:08:49.189351 #15824]  INFO -- : Number of followers;10,813,990
I, [2013-07-29T19:08:49.189370 #15824]  INFO -- : Num tweets;2,882
I, [2013-07-29T19:08:49.189386 #15824]  INFO -- : Number of recorded tweets;2871
I, [2013-07-29T19:08:49.272222 #15824]  INFO -- : Name;UberSoc.xml
I, [2013-07-29T19:08:49.272289 #15824]  INFO -- : H-INDEX;49
I, [2013-07-29T19:08:49.272309 #15824]  INFO -- : Number of followers;10,599,764
I, [2013-07-29T19:08:49.272328 #15824]  INFO -- : Num tweets;29,300
I, [2013-07-29T19:08:49.272344 #15824]  INFO -- : Number of recorded tweets;3230
I, [2013-07-29T19:08:49.304043 #15824]  INFO -- : Name;facebook.xml
I, [2013-07-29T19:08:49.304105 #15824]  INFO -- : H-INDEX;175
I, [2013-07-29T19:08:49.304125 #15824]  INFO -- : Number of followers;10,227,580
I, [2013-07-29T19:08:49.304144 #15824]  INFO -- : Num tweets;1,032
I, [2013-07-29T19:08:49.304160 #15824]  INFO -- : Number of recorded tweets;1053
I, [2013-07-29T19:08:49.304931 #15824]  INFO -- : Name;Beyonce.xml
I, [2013-07-29T19:08:49.304955 #15824]  INFO -- : H-INDEX;8
I, [2013-07-29T19:08:49.304972 #15824]  INFO -- : Number of followers;10,377,700
I, [2013-07-29T19:08:49.304988 #15824]  INFO -- : Num tweets;6
I, [2013-07-29T19:08:49.305005 #15824]  INFO -- : Number of recorded tweets;13
I, [2013-07-29T19:08:49.306235 #15824]  INFO -- : Name;kanyewest.xml
I, [2013-07-29T19:08:49.306261 #15824]  INFO -- : H-INDEX;9
I, [2013-07-29T19:08:49.306279 #15824]  INFO -- : Number of followers;9,725,691
I, [2013-07-29T19:08:49.306296 #15824]  INFO -- : Num tweets;23
I, [2013-07-29T19:08:49.306313 #15824]  INFO -- : Number of recorded tweets;44
I, [2013-07-29T19:08:49.385793 #15824]  INFO -- : Name;FCBarcelona.xml
I, [2013-07-29T19:08:49.385868 #15824]  INFO -- : H-INDEX;485
I, [2013-07-29T19:08:49.385897 #15824]  INFO -- : Number of followers;9,567,238
I, [2013-07-29T19:08:49.385916 #15824]  INFO -- : Num tweets;18,580
I, [2013-07-29T19:08:49.385933 #15824]  INFO -- : Number of recorded tweets;3260
I, [2013-07-29T19:08:49.468451 #15824]  INFO -- : Name;CNN.xml
I, [2013-07-29T19:08:49.468526 #15824]  INFO -- : H-INDEX;357
I, [2013-07-29T19:08:49.468560 #15824]  INFO -- : Number of followers;9,490,858
I, [2013-07-29T19:08:49.468578 #15824]  INFO -- : Num tweets;33,670
I, [2013-07-29T19:08:49.468595 #15824]  INFO -- : Number of recorded tweets;3225
I, [2013-07-29T19:08:49.489811 #15824]  INFO -- : Name;TwitPic.xml
I, [2013-07-29T19:08:49.489875 #15824]  INFO -- : H-INDEX;81
I, [2013-07-29T19:08:49.489894 #15824]  INFO -- : Number of followers;8,994,897
I, [2013-07-29T19:08:49.489911 #15824]  INFO -- : Num tweets;541
I, [2013-07-29T19:08:49.489928 #15824]  INFO -- : Number of recorded tweets;562
I, [2013-07-29T19:08:49.523674 #15824]  INFO -- : Name;ConanOBrien.xml
I, [2013-07-29T19:08:49.523737 #15824]  INFO -- : H-INDEX;369
I, [2013-07-29T19:08:49.523756 #15824]  INFO -- : Number of followers;8,572,833
I, [2013-07-29T19:08:49.523775 #15824]  INFO -- : Num tweets;1,334
I, [2013-07-29T19:08:49.523791 #15824]  INFO -- : Number of recorded tweets;1355
I, [2013-07-29T19:08:49.602223 #15824]  INFO -- : Name;danieltosh.xml
I, [2013-07-29T19:08:49.602289 #15824]  INFO -- : H-INDEX;180
I, [2013-07-29T19:08:49.602309 #15824]  INFO -- : Number of followers;8,481,076
I, [2013-07-29T19:08:49.602329 #15824]  INFO -- : Num tweets;7,823
I, [2013-07-29T19:08:49.602346 #15824]  INFO -- : Number of recorded tweets;3217
I, [2013-07-29T19:08:49.617673 #15824]  INFO -- : Name;xtina.xml
I, [2013-07-29T19:08:49.617743 #15824]  INFO -- : H-INDEX;264
I, [2013-07-29T19:08:49.617765 #15824]  INFO -- : Number of followers;7,925,120
I, [2013-07-29T19:08:49.617799 #15824]  INFO -- : Num tweets;442
I, [2013-07-29T19:08:49.617816 #15824]  INFO -- : Number of recorded tweets;462
I, [2013-07-29T19:08:49.638620 #15824]  INFO -- : Name;SimonCowell.xml
I, [2013-07-29T19:08:49.638685 #15824]  INFO -- : H-INDEX;315
I, [2013-07-29T19:08:49.638705 #15824]  INFO -- : Number of followers;7,639,466
I, [2013-07-29T19:08:49.638724 #15824]  INFO -- : Num tweets;752
I, [2013-07-29T19:08:49.638741 #15824]  INFO -- : Number of recorded tweets;771
I, [2013-07-29T19:08:49.639272 #15824]  INFO -- : Name;programpanico.xml
I, [2013-07-29T19:08:49.639296 #15824]  INFO -- : H-INDEX;[]
I, [2013-07-29T19:08:49.639318 #15824]  INFO -- : Number of followers;224
I, [2013-07-29T19:08:49.639335 #15824]  INFO -- : Num tweets;0
I, [2013-07-29T19:08:49.639352 #15824]  INFO -- : Number of recorded tweets;0
I, [2013-07-29T19:08:49.662682 #15824]  INFO -- : Name;DalaiLama.xml
I, [2013-07-29T19:08:49.662746 #15824]  INFO -- : H-INDEX;197
I, [2013-07-29T19:08:49.662765 #15824]  INFO -- : Number of followers;7,362,014
I, [2013-07-29T19:08:49.662783 #15824]  INFO -- : Num tweets;924
I, [2013-07-29T19:08:49.662800 #15824]  INFO -- : Number of recorded tweets;945
I, [2013-07-29T19:08:49.741503 #15824]  INFO -- : Name;espn.xml
I, [2013-07-29T19:08:49.741571 #15824]  INFO -- : H-INDEX;532
I, [2013-07-29T19:08:49.741591 #15824]  INFO -- : Number of followers;6,850,002
I, [2013-07-29T19:08:49.741609 #15824]  INFO -- : Num tweets;49,259
I, [2013-07-29T19:08:49.741626 #15824]  INFO -- : Number of recorded tweets;3230
I, [2013-07-29T19:08:49.757051 #15824]  INFO -- : Name;tomhanks.xml
I, [2013-07-29T19:08:49.757125 #15824]  INFO -- : H-INDEX;142
I, [2013-07-29T19:08:49.757147 #15824]  INFO -- : Number of followers;6,818,879
I, [2013-07-29T19:08:49.757178 #15824]  INFO -- : Num tweets;490
I, [2013-07-29T19:08:49.757205 #15824]  INFO -- : Number of recorded tweets;511
I, [2013-07-29T19:08:49.797782 #15824]  INFO -- : Name;10Ronaldinho.xml
I, [2013-07-29T19:08:49.797844 #15824]  INFO -- : H-INDEX;228
I, [2013-07-29T19:08:49.797864 #15824]  INFO -- : Number of followers;6,827,705
I, [2013-07-29T19:08:49.797882 #15824]  INFO -- : Num tweets;1,534
I, [2013-07-29T19:08:49.797899 #15824]  INFO -- : Number of recorded tweets;1552
